Pointing,GLat,GLong
PKS_0318_2018-06-16T19:00,252.58,-4.65
PKS_0318_2018-06-16T19:00,252.82,-4.65
PKS_0318_2018-06-16T19:00,256.67,-4.85
PKS_0318_2018-06-16T19:00,256.9,-4.85
PKS_0318_2018-06-16T19:00,258.18,-4.65
PKS_0318_2018-06-16T19:00,258.42,-4.65
PKS_0318_2018-06-16T19:00,259.47,-4.85
PKS_0318_2018-06-16T19:00,261.22,-4.65
PKS_0318_2018-06-16T19:00,276.5,-38.73
PKS_0318_2018-06-16T19:00,277.9,-38.73
PKS_0318_2018-06-16T19:00,278.13,-38.73
PKS_0318_2018-06-16T19:00,278.02,-38.53
PKS_0318_2018-06-16T19:00,279.53,-38.73
PKS_0318_2018-06-16T19:00,283.62,-38.53
PKS_0318_2018-06-16T19:00,241.27,-4.85
PKS_0318_2018-06-16T19:00,241.62,-4.65
PKS_0318_2018-06-16T19:00,246.98,-4.65
PKS_0318_2018-06-16T19:00,247.22,-4.65
PKS_0318_2018-06-16T19:00,251.07,-4.85
PKS_0318_2018-06-16T19:00,251.3,-4.85
PKS_0318_2018-06-16T19:00,251.42,-4.65
PKS_0318_2018-06-16T19:00,252.7,-4.85
PKS_0318_2018-06-16T19:00,254.1,-4.85
PKS_0318_2018-06-16T19:00,255.5,-4.85
PKS_0318_2018-06-16T19:00,258.07,-4.85
PKS_0318_2018-06-16T19:00,259.82,-4.65
PKS_0318_2018-06-16T19:00,262.27,-4.85
PKS_0318_2018-06-16T19:00,262.62,-4.65
PKS_0318_2018-06-16T19:00,273.93,-38.73
PKS_0318_2018-06-16T19:00,279.3,-38.73
PKS_0318_2018-06-16T19:00,282.45,-38.53
PKS_0318_2018-06-16T19:00,284.9,-38.73
PKS_0318_2018-06-16T19:00,285.13,-38.73
PKS_0318_2018-06-16T19:00,241.5,-4.85
PKS_0318_2018-06-16T19:00,249.67,-4.85
PKS_0318_2018-06-16T19:00,249.78,-4.65
PKS_0318_2018-06-16T19:00,253.98,-4.65
PKS_0318_2018-06-16T19:00,255.27,-4.85
PKS_0318_2018-06-16T19:00,258.3,-4.85
PKS_0318_2018-06-16T19:00,259.7,-4.85
PKS_0318_2018-06-16T19:00,262.5,-4.85
PKS_0318_2018-06-16T19:00,280.93,-38.73
PKS_0318_2018-06-16T19:00,282.1,-38.73
PKS_0318_2018-06-16T19:00,282.22,-38.53
PKS_0318_2018-06-16T19:00,248.5,-4.85
PKS_0318_2018-06-16T19:00,250.02,-4.65
PKS_0318_2018-06-16T19:00,252.47,-4.85
PKS_0318_2018-06-16T19:00,253.87,-4.85
PKS_0318_2018-06-16T19:00,256.78,-4.65
PKS_0318_2018-06-16T19:00,259.58,-4.65
PKS_0318_2018-06-16T19:00,275.33,-38.73
PKS_0318_2018-06-16T19:00,281.05,-38.53
PKS_0318_2018-06-16T19:00,283.5,-38.73
PKS_0318_2018-06-16T19:00,247.1,-4.85
PKS_0318_2018-06-16T19:00,255.62,-4.65
PKS_0318_2018-06-16T19:00,257.02,-4.65
PKS_0318_2018-06-16T19:00,262.38,-4.65
PKS_0318_2018-06-16T19:00,254.22,-4.65
PKS_0342_2018-08-15T19:00,198.22,-2.22
PKS_0342_2018-08-15T19:00,197.98,-2.22
PKS_0342_2018-08-15T19:00,188.42,-2.22
PKS_0342_2018-08-15T19:00,193.78,-2.22
PKS_0342_2018-08-15T19:00,192.62,-2.22
PKS_0342_2018-08-15T19:00,320.6,-3.64
PKS_0342_2018-08-15T19:00,326.32,-3.44
PKS_0342_2018-08-15T19:00,195.18,-2.22
PKS_0342_2018-08-15T19:00,199.38,-2.22
PKS_0342_2018-08-15T19:00,310.68,-3.44
PKS_0342_2018-08-15T19:00,316.17,-3.64
PKS_0342_2018-08-15T19:00,324.92,-3.44
PKS_0342_2018-08-15T19:00,325.97,-3.64
PKS_0342_2018-08-15T19:00,193.9,-2.42
PKS_0342_2018-08-15T19:00,193.67,-2.42
PKS_0342_2018-08-15T19:00,195.3,-2.42
PKS_0342_2018-08-15T19:00,198.1,-2.42
PKS_0342_2018-08-15T19:00,200.67,-2.42
PKS_0342_2018-08-15T19:00,202.18,-2.22
PKS_0342_2018-08-15T19:00,313.48,-3.44
PKS_0342_2018-08-15T19:00,313.6,-3.64
PKS_0342_2018-08-15T19:00,319.32,-3.44
PKS_0342_2018-08-15T19:00,331.8,-3.64
PKS_0342_2018-08-15T19:00,333.32,-3.44
PKS_0342_2018-08-15T19:00,190.87,-2.42
PKS_0342_2018-08-15T19:00,195.42,-2.22
PKS_0342_2018-08-15T19:00,196.58,-2.22
PKS_0342_2018-08-15T19:00,202.07,-2.42
PKS_0342_2018-08-15T19:00,206.62,-2.22
PKS_0342_2018-08-15T19:00,316.4,-3.64
PKS_0342_2018-08-15T19:00,316.52,-3.44
PKS_0342_2018-08-15T19:00,319.08,-3.44
PKS_0342_2018-08-15T19:00,320.48,-3.44
PKS_0342_2018-08-15T19:00,327.6,-3.64
PKS_0342_2018-08-15T19:00,332.97,-3.64
PKS_0342_2018-08-15T19:00,189.47,-2.42
PKS_0342_2018-08-15T19:00,188.3,-2.42
PKS_0342_2018-08-15T19:00,189.82,-2.22
PKS_0342_2018-08-15T19:00,194.02,-2.22
PKS_0342_2018-08-15T19:00,200.78,-2.22
PKS_0342_2018-08-15T19:00,203.7,-2.42
PKS_0342_2018-08-15T19:00,203.82,-2.22
PKS_0342_2018-08-15T19:00,203.58,-2.22
PKS_0342_2018-08-15T19:00,202.42,-2.22
PKS_0342_2018-08-15T19:00,206.27,-2.42
PKS_0342_2018-08-15T19:00,206.38,-2.22
PKS_0342_2018-08-15T19:00,205.1,-2.42
PKS_0342_2018-08-15T19:00,309.52,-3.44
PKS_0342_2018-08-15T19:00,311.97,-3.64
PKS_0342_2018-08-15T19:00,312.2,-3.64
PKS_0342_2018-08-15T19:00,313.37,-3.64
PKS_0342_2018-08-15T19:00,316.28,-3.44
PKS_0342_2018-08-15T19:00,327.72,-3.44
PKS_0342_2018-08-15T19:00,333.2,-3.64
PKS_0342_2018-08-15T19:00,196.7,-2.42
PKS_0342_2018-08-15T19:00,202.3,-2.42
PKS_0342_2018-08-15T19:00,200.9,-2.42
PKS_0342_2018-08-15T19:00,204.87,-2.42
PKS_0342_2018-08-15T19:00,203.47,-2.42
PKS_0342_2018-08-15T19:00,310.57,-3.64
PKS_0342_2018-08-15T19:00,310.8,-3.64
PKS_0342_2018-08-15T19:00,313.72,-3.44
PKS_0342_2018-08-15T19:00,314.77,-3.64
PKS_0342_2018-08-15T19:00,315.12,-3.44
PKS_0342_2018-08-15T19:00,320.37,-3.64
PKS_0342_2018-08-15T19:00,326.08,-3.44
PKS_0342_2018-08-15T19:00,326.2,-3.64
PKS_0342_2018-08-15T19:00,327.48,-3.44
PKS_0342_2018-08-15T19:00,192.5,-2.42
PKS_0342_2018-08-15T19:00,190.98,-2.22
PKS_0342_2018-08-15T19:00,196.47,-2.42
PKS_0342_2018-08-15T19:00,314.88,-3.44
PKS_0342_2018-08-15T19:00,320.72,-3.44
PKS_0342_2018-08-15T19:00,189.58,-2.22
PKS_0342_2018-08-15T19:00,192.38,-2.22
PKS_0342_2018-08-15T19:00,196.82,-2.22
PKS_0342_2018-08-15T19:00,204.98,-2.22
PKS_0342_2018-08-15T19:00,310.92,-3.44
PKS_0342_2018-08-15T19:00,324.57,-3.64
PKS_0342_2018-08-15T19:00,327.37,-3.64
PKS_0342_2018-08-15T19:00,191.1,-2.42
PKS_0342_2018-08-15T19:00,191.22,-2.22
PKS_0342_2018-08-15T19:00,189.7,-2.42
PKS_0342_2018-08-15T19:00,188.07,-2.42
PKS_0342_2018-08-15T19:00,197.87,-2.42
PKS_0342_2018-08-15T19:00,199.62,-2.22
PKS_0342_2018-08-15T19:00,205.22,-2.22
PKS_0342_2018-08-15T19:00,312.32,-3.44
PKS_0342_2018-08-15T19:00,324.68,-3.44
PKS_0342_2018-08-15T19:00,331.68,-3.44
PKS_0342_2018-08-15T19:00,331.92,-3.44
PKS_0342_2018-08-15T19:00,192.27,-2.42
PKS_0342_2018-08-15T19:00,195.07,-2.42
PKS_0342_2018-08-15T19:00,199.5,-2.42
PKS_0342_2018-08-15T19:00,201.02,-2.22
PKS_0342_2018-08-15T19:00,312.08,-3.44
PKS_0342_2018-08-15T19:00,315.0,-3.64
PKS_0342_2018-08-15T19:00,324.8,-3.64
PKS_0342_2018-08-15T19:00,333.08,-3.44
PKS_0343_2018-08-16T20:00,220.62,-2.22
PKS_0343_2018-08-16T20:00,225.87,-2.42
PKS_0343_2018-08-16T20:00,224.58,-2.22
PKS_0343_2018-08-16T20:00,226.22,-2.22
PKS_0343_2018-08-16T20:00,237.3,-2.42
PKS_0343_2018-08-16T20:00,237.42,-2.22
PKS_0343_2018-08-16T20:00,261.1,-2.42
PKS_0343_2018-08-16T20:00,270.9,-2.42
PKS_0343_2018-08-16T20:00,273.82,-2.22
PKS_0343_2018-08-16T20:00,334.48,-3.44
PKS_0343_2018-08-16T20:00,208.02,-2.22
PKS_0343_2018-08-16T20:00,209.18,-2.22
PKS_0343_2018-08-16T20:00,235.9,-2.42
PKS_0343_2018-08-16T20:00,245.82,-2.22
PKS_0343_2018-08-16T20:00,261.22,-2.22
PKS_0343_2018-08-16T20:00,262.27,-2.42
PKS_0343_2018-08-16T20:00,305.9,-2.42
PKS_0343_2018-08-16T20:00,209.07,-2.42
PKS_0343_2018-08-16T20:00,221.9,-2.42
PKS_0343_2018-08-16T20:00,223.42,-2.22
PKS_0343_2018-08-16T20:00,224.82,-2.22
PKS_0343_2018-08-16T20:00,238.47,-2.42
PKS_0343_2018-08-16T20:00,220.5,-2.42
PKS_0343_2018-08-16T20:00,220.38,-2.22
PKS_0343_2018-08-16T20:00,224.47,-2.42
PKS_0343_2018-08-16T20:00,246.87,-2.42
PKS_0343_2018-08-16T20:00,260.98,-2.22
PKS_0343_2018-08-16T20:00,272.3,-2.42
PKS_0343_2018-08-16T20:00,223.3,-2.42
PKS_0343_2018-08-16T20:00,231.82,-2.22
PKS_0343_2018-08-16T20:00,265.07,-2.42
PKS_0343_2018-08-16T20:00,305.67,-2.42
PKS_0343_2018-08-16T20:00,343.12,-3.44
PKS_0343_2018-08-16T20:00,209.3,-2.42
PKS_0343_2018-08-16T20:00,221.67,-2.42
PKS_0343_2018-08-16T20:00,223.07,-2.42
PKS_0343_2018-08-16T20:00,221.78,-2.22
PKS_0343_2018-08-16T20:00,226.1,-2.42
PKS_0343_2018-08-16T20:00,228.9,-2.42
PKS_0343_2018-08-16T20:00,228.67,-2.42
PKS_0343_2018-08-16T20:00,230.07,-2.42
PKS_0343_2018-08-16T20:00,229.02,-2.22
PKS_0343_2018-08-16T20:00,231.58,-2.22
PKS_0343_2018-08-16T20:00,237.18,-2.22
PKS_0343_2018-08-16T20:00,245.58,-2.22
PKS_0343_2018-08-16T20:00,259.7,-2.42
PKS_0343_2018-08-16T20:00,260.87,-2.42
PKS_0343_2018-08-16T20:00,262.5,-2.42
PKS_0343_2018-08-16T20:00,265.42,-2.22
PKS_0343_2018-08-16T20:00,266.58,-2.22
PKS_0343_2018-08-16T20:00,267.87,-2.42
PKS_0343_2018-08-16T20:00,267.98,-2.22
PKS_0343_2018-08-16T20:00,272.42,-2.22
PKS_0343_2018-08-16T20:00,273.58,-2.22
PKS_0343_2018-08-16T20:00,222.02,-2.22
PKS_0343_2018-08-16T20:00,227.5,-2.42
PKS_0343_2018-08-16T20:00,230.18,-2.22
PKS_0343_2018-08-16T20:00,235.78,-2.22
PKS_0343_2018-08-16T20:00,265.3,-2.42
PKS_0343_2018-08-16T20:00,266.7,-2.42
PKS_0343_2018-08-16T20:00,268.1,-2.42
PKS_0343_2018-08-16T20:00,271.02,-2.22
PKS_0343_2018-08-16T20:00,273.7,-2.42
PKS_0343_2018-08-16T20:00,335.77,-3.64
PKS_0343_2018-08-16T20:00,207.67,-2.42
PKS_0343_2018-08-16T20:00,207.78,-2.22
PKS_0343_2018-08-16T20:00,231.7,-2.42
PKS_0343_2018-08-16T20:00,259.47,-2.42
PKS_0343_2018-08-16T20:00,265.18,-2.22
PKS_0343_2018-08-16T20:00,266.47,-2.42
PKS_0343_2018-08-16T20:00,270.78,-2.22
PKS_0343_2018-08-16T20:00,305.78,-2.22
PKS_0343_2018-08-16T20:00,342.77,-3.64
PKS_0343_2018-08-16T20:00,223.18,-2.22
PKS_0343_2018-08-16T20:00,224.7,-2.42
PKS_0343_2018-08-16T20:00,227.27,-2.42
PKS_0343_2018-08-16T20:00,225.98,-2.22
PKS_0343_2018-08-16T20:00,230.3,-2.42
PKS_0343_2018-08-16T20:00,230.42,-2.22
PKS_0343_2018-08-16T20:00,236.02,-2.22
PKS_0343_2018-08-16T20:00,238.7,-2.42
PKS_0343_2018-08-16T20:00,253.87,-2.42
PKS_0343_2018-08-16T20:00,266.82,-2.22
PKS_0343_2018-08-16T20:00,270.67,-2.42
PKS_0343_2018-08-16T20:00,272.18,-2.22
PKS_0343_2018-08-16T20:00,306.02,-2.22
PKS_0343_2018-08-16T20:00,207.9,-2.42
PKS_0343_2018-08-16T20:00,228.78,-2.22
PKS_0343_2018-08-16T20:00,237.07,-2.42
PKS_0343_2018-08-16T20:00,264.02,-2.22
PKS_0343_2018-08-16T20:00,272.07,-2.42
PKS_0343_2018-08-16T20:00,334.6,-3.64
PKS_0321_2018-06-28T22:00,187.6,-3.64
PKS_0321_2018-06-28T22:00,290.62,-4.65
PKS_0321_2018-06-28T22:00,299.02,-4.65
PKS_0321_2018-06-28T22:00,301.82,-4.65
PKS_0321_2018-06-28T22:00,303.1,-4.85
PKS_0321_2018-06-28T22:00,304.62,-4.65
PKS_0321_2018-06-28T22:00,314.42,-4.65
PKS_0321_2018-06-28T22:00,315.7,-4.85
PKS_0321_2018-06-28T22:00,300.07,-4.85
PKS_0321_2018-06-28T22:00,301.47,-4.85
PKS_0321_2018-06-28T22:00,307.42,-4.65
PKS_0321_2018-06-28T22:00,311.38,-4.65
PKS_0321_2018-06-28T22:00,316.98,-4.65
PKS_0321_2018-06-28T22:00,6.18,2.63
PKS_0321_2018-06-28T22:00,188.77,-3.64
PKS_0321_2018-06-28T22:00,293.3,-4.85
PKS_0321_2018-06-28T22:00,294.7,-4.85
PKS_0321_2018-06-28T22:00,304.27,-4.85
PKS_0321_2018-06-28T22:00,308.47,-4.85
PKS_0321_2018-06-28T22:00,312.9,-4.85
PKS_0321_2018-06-28T22:00,318.38,-4.65
PKS_0321_2018-06-28T22:00,319.67,-4.85
PKS_0321_2018-06-28T22:00,321.18,-4.65
PKS_0321_2018-06-28T22:00,297.38,-4.65
PKS_0321_2018-06-28T22:00,304.5,-4.85
PKS_0321_2018-06-28T22:00,308.82,-4.65
PKS_0321_2018-06-28T22:00,309.87,-4.85
PKS_0321_2018-06-28T22:00,315.7,-4.85
PKS_0321_2018-06-28T22:00,321.3,-4.85
PKS_0321_2018-06-28T22:00,193.08,-3.44
PKS_0321_2018-06-28T22:00,308.58,-4.65
PKS_0321_2018-06-28T22:00,314.18,-4.65
PKS_0321_2018-06-28T22:00,318.5,-4.85
PKS_0321_2018-06-28T22:00,321.3,-4.85
PKS_0321_2018-06-28T22:00,298.78,-4.65
PKS_0321_2018-06-28T22:00,303.1,-4.85
PKS_0321_2018-06-28T22:00,303.22,-4.65
PKS_0321_2018-06-28T22:00,314.18,-4.65
PKS_0321_2018-06-28T22:00,315.82,-4.65
PKS_0321_2018-06-28T22:00,319.9,-4.85
PKS_0321_2018-06-28T22:00,320.02,-4.65
PKS_0321_2018-06-28T22:00,321.18,-4.65
PKS_0321_2018-06-28T22:00,350.0,-6.06
PKS_0321_2018-06-28T22:00,190.17,-3.64
PKS_0321_2018-06-28T22:00,191.68,-3.44
PKS_0321_2018-06-28T22:00,290.27,-4.85
PKS_0321_2018-06-28T22:00,296.22,-4.65
PKS_0321_2018-06-28T22:00,297.27,-4.85
PKS_0321_2018-06-28T22:00,302.98,-4.65
PKS_0321_2018-06-28T22:00,310.1,-4.85
PKS_0321_2018-06-28T22:00,316.87,-4.85
PKS_0321_2018-06-28T22:00,297.5,-4.85
PKS_0321_2018-06-28T22:00,298.9,-4.85
PKS_0321_2018-06-28T22:00,300.18,-4.65
PKS_0321_2018-06-28T22:00,300.42,-4.65
PKS_0321_2018-06-28T22:00,301.58,-4.65
PKS_0321_2018-06-28T22:00,305.9,-4.85
PKS_0321_2018-06-28T22:00,308.47,-4.85
PKS_0321_2018-06-28T22:00,311.62,-4.65
PKS_0321_2018-06-28T22:00,316.87,-4.85
PKS_0321_2018-06-28T22:00,318.5,-4.85
PKS_0321_2018-06-28T22:00,240.92,-5.86
PKS_0321_2018-06-28T22:00,193.2,-3.64
PKS_0321_2018-06-28T22:00,192.97,-3.64
PKS_0321_2018-06-28T22:00,189.0,-3.64
PKS_0321_2018-06-28T22:00,188.88,-3.44
PKS_0321_2018-06-28T22:00,290.5,-4.85
PKS_0321_2018-06-28T22:00,290.38,-4.65
PKS_0321_2018-06-28T22:00,291.67,-4.85
PKS_0321_2018-06-28T22:00,291.78,-4.65
PKS_0321_2018-06-28T22:00,295.87,-4.85
PKS_0321_2018-06-28T22:00,295.98,-4.65
PKS_0321_2018-06-28T22:00,297.5,-4.85
PKS_0321_2018-06-28T22:00,298.67,-4.85
PKS_0321_2018-06-28T22:00,300.07,-4.85
PKS_0321_2018-06-28T22:00,300.3,-4.85
PKS_0321_2018-06-28T22:00,300.42,-4.65
PKS_0321_2018-06-28T22:00,302.87,-4.85
PKS_0321_2018-06-28T22:00,303.22,-4.65
PKS_0321_2018-06-28T22:00,304.5,-4.85
PKS_0321_2018-06-28T22:00,304.38,-4.65
PKS_0321_2018-06-28T22:00,305.78,-4.65
PKS_0321_2018-06-28T22:00,306.02,-4.65
PKS_0321_2018-06-28T22:00,308.82,-4.65
PKS_0321_2018-06-28T22:00,311.27,-4.85
PKS_0321_2018-06-28T22:00,311.5,-4.85
PKS_0321_2018-06-28T22:00,311.62,-4.65
PKS_0321_2018-06-28T22:00,312.67,-4.85
PKS_0321_2018-06-28T22:00,312.78,-4.65
PKS_0321_2018-06-28T22:00,313.02,-4.65
PKS_0321_2018-06-28T22:00,314.07,-4.85
PKS_0321_2018-06-28T22:00,315.58,-4.65
PKS_0321_2018-06-28T22:00,315.82,-4.65
PKS_0321_2018-06-28T22:00,316.98,-4.65
PKS_0321_2018-06-28T22:00,317.22,-4.65
PKS_0321_2018-06-28T22:00,318.27,-4.85
PKS_0321_2018-06-28T22:00,319.9,-4.85
PKS_0321_2018-06-28T22:00,321.07,-4.85
PKS_0321_2018-06-28T22:00,295.98,-4.65
PKS_0321_2018-06-28T22:00,297.62,-4.65
PKS_0321_2018-06-28T22:00,300.3,-4.85
PKS_0321_2018-06-28T22:00,301.7,-4.85
PKS_0321_2018-06-28T22:00,302.87,-4.85
PKS_0321_2018-06-28T22:00,304.62,-4.65
PKS_0321_2018-06-28T22:00,305.67,-4.85
PKS_0321_2018-06-28T22:00,307.18,-4.65
PKS_0321_2018-06-28T22:00,309.98,-4.65
PKS_0321_2018-06-28T22:00,310.22,-4.65
PKS_0321_2018-06-28T22:00,312.78,-4.65
PKS_0321_2018-06-28T22:00,314.07,-4.85
PKS_0321_2018-06-28T22:00,317.1,-4.85
PKS_0321_2018-06-28T22:00,318.27,-4.85
PKS_0321_2018-06-28T22:00,318.62,-4.65
PKS_0321_2018-06-28T22:00,319.78,-4.65
PKS_0321_2018-06-28T22:00,348.72,-5.86
PKS_0321_2018-06-28T22:00,349.88,-5.86
PKS_0321_2018-06-28T22:00,349.77,-6.06
PKS_0321_2018-06-28T22:00,305.9,-4.85
PKS_0321_2018-06-28T22:00,307.3,-4.85
PKS_0321_2018-06-28T22:00,307.42,-4.65
PKS_0321_2018-06-28T22:00,315.47,-4.85
PKS_0321_2018-06-28T22:00,317.1,-4.85
PKS_0321_2018-06-28T22:00,318.62,-4.65
PKS_0321_2018-06-28T22:00,298.67,-4.85
PKS_0321_2018-06-28T22:00,301.82,-4.65
PKS_0321_2018-06-28T22:00,302.98,-4.65
PKS_0321_2018-06-28T22:00,304.27,-4.85
PKS_0321_2018-06-28T22:00,313.02,-4.65
PKS_0321_2018-06-28T22:00,314.3,-4.85
PKS_0321_2018-06-28T22:00,318.38,-4.65
PKS_0321_2018-06-28T22:00,319.67,-4.85
PKS_0321_2018-06-28T22:00,321.07,-4.85
PKS_0321_2018-06-28T22:00,293.42,-4.65
PKS_0321_2018-06-28T22:00,296.1,-4.85
PKS_0321_2018-06-28T22:00,297.38,-4.65
PKS_0321_2018-06-28T22:00,297.62,-4.65
PKS_0321_2018-06-28T22:00,301.58,-4.65
PKS_0321_2018-06-28T22:00,305.67,-4.85
PKS_0321_2018-06-28T22:00,307.07,-4.85
PKS_0321_2018-06-28T22:00,307.18,-4.65
PKS_0321_2018-06-28T22:00,308.7,-4.85
PKS_0321_2018-06-28T22:00,320.02,-4.65
PKS_0321_2018-06-28T22:00,296.1,-4.85
PKS_0321_2018-06-28T22:00,304.38,-4.65
PKS_0321_2018-06-28T22:00,307.3,-4.85
PKS_0321_2018-06-28T22:00,312.67,-4.85
PKS_0321_2018-06-28T22:00,193.32,-3.44
PKS_0321_2018-06-28T22:00,191.8,-3.64
PKS_0321_2018-06-28T22:00,191.57,-3.64
PKS_0321_2018-06-28T22:00,190.4,-3.64
PKS_0321_2018-06-28T22:00,292.02,-4.65
PKS_0321_2018-06-28T22:00,293.18,-4.65
PKS_0321_2018-06-28T22:00,294.82,-4.65
PKS_0321_2018-06-28T22:00,298.9,-4.85
PKS_0321_2018-06-28T22:00,297.27,-4.85
PKS_0321_2018-06-28T22:00,306.02,-4.65
PKS_0321_2018-06-28T22:00,308.58,-4.65
PKS_0321_2018-06-28T22:00,310.1,-4.85
PKS_0321_2018-06-28T22:00,311.27,-4.85
PKS_0321_2018-06-28T22:00,315.58,-4.65
PKS_0321_2018-06-28T22:00,317.22,-4.65
PKS_0321_2018-06-28T22:00,350.12,-5.86
PKS_0321_2018-06-28T22:00,192.97,-3.64
PKS_0321_2018-06-28T22:00,189.12,-3.44
PKS_0321_2018-06-28T22:00,293.07,-4.85
PKS_0321_2018-06-28T22:00,296.1,-4.85
PKS_0321_2018-06-28T22:00,300.18,-4.65
PKS_0321_2018-06-28T22:00,309.87,-4.85
PKS_0321_2018-06-28T22:00,314.3,-4.85
PKS_0321_2018-06-28T22:00,319.78,-4.65
PKS_0321_2018-06-28T22:00,296.22,-4.65
PKS_0321_2018-06-28T22:00,299.02,-4.65
PKS_0321_2018-06-28T22:00,305.78,-4.65
PKS_0321_2018-06-28T22:00,307.07,-4.85
PKS_0321_2018-06-28T22:00,308.7,-4.85
PKS_0321_2018-06-28T22:00,314.42,-4.65
PKS_0321_2018-06-28T22:00,315.47,-4.85
PKS_0321_2018-06-28T22:00,4.67,2.42
PKS_0523_2019-10-18T07:00,320.48,1.41
PKS_0523_2019-10-18T07:00,327.6,1.21
PKS_0523_2019-10-18T07:00,267.52,-1.01
PKS_0523_2019-10-18T07:00,337.28,1.41
PKS_0523_2019-10-18T07:00,201.37,-3.64
PKS_0523_2019-10-18T07:00,194.02,-2.22
PKS_0523_2019-10-18T07:00,320.6,1.21
PKS_0523_2019-10-18T07:00,326.2,1.21
PKS_0523_2019-10-18T07:00,327.37,1.21
PKS_0523_2019-10-18T07:00,334.48,1.41
PKS_0523_2019-10-18T07:00,351.87,2.42
PKS_0523_2019-10-18T07:00,352.22,2.63
PKS_0523_2019-10-18T07:00,195.3,-2.42
PKS_0523_2019-10-18T07:00,265.77,-1.21
PKS_0523_2019-10-18T07:00,320.72,1.41
PKS_0523_2019-10-18T07:00,321.88,1.41
PKS_0523_2019-10-18T07:00,325.97,1.21
PKS_0523_2019-10-18T07:00,353.97,1.21
PKS_0523_2019-10-18T07:00,201.6,-3.64
PKS_0523_2019-10-18T07:00,201.72,-3.44
PKS_0523_2019-10-18T07:00,200.32,-3.44
PKS_0523_2019-10-18T07:00,192.62,-2.22
PKS_0523_2019-10-18T07:00,257.72,-1.01
PKS_0523_2019-10-18T07:00,264.72,-1.01
PKS_0523_2019-10-18T07:00,267.17,-1.21
PKS_0523_2019-10-18T07:00,268.57,-1.21
PKS_0523_2019-10-18T07:00,195.07,-2.42
PKS_0523_2019-10-18T07:00,267.28,-1.01
PKS_0523_2019-10-18T07:00,268.8,-1.21
PKS_0523_2019-10-18T07:00,268.92,-1.01
PKS_0523_2019-10-18T07:00,257.6,-1.21
PKS_0523_2019-10-18T07:00,263.32,-1.01
PKS_0523_2019-10-18T07:00,270.2,-1.21
PKS_0523_2019-10-18T07:00,320.37,1.21
PKS_0523_2019-10-18T07:00,334.72,1.41
PKS_0523_2019-10-18T07:00,354.2,1.21
PKS_0523_2019-10-18T07:00,200.08,-3.44
PKS_0523_2019-10-18T07:00,252.0,-1.21
PKS_0523_2019-10-18T07:00,268.68,-1.01
PKS_0523_2019-10-18T07:00,323.17,1.21
PKS_0523_2019-10-18T07:00,326.08,1.41
PKS_0523_2019-10-18T07:00,192.38,-2.22
PKS_0523_2019-10-18T07:00,257.37,-1.21
PKS_0523_2019-10-18T07:00,264.6,-1.21
PKS_0523_2019-10-18T07:00,337.4,1.21
PKS_0523_2019-10-18T07:00,257.48,-1.01
PKS_0523_2019-10-18T07:00,264.37,-1.21
PKS_0523_2019-10-18T07:00,335.77,1.21
PKS_0523_2019-10-18T07:00,335.88,1.41
PKS_0523_2019-10-18T07:00,336.0,1.21
PKS_0523_2019-10-18T07:00,354.08,1.41
PKS_0523_2019-10-18T07:00,201.48,-3.44
PKS_0523_2019-10-18T07:00,264.48,-1.01
PKS_0523_2019-10-18T07:00,265.88,-1.01
PKS_0523_2019-10-18T07:00,267.4,-1.21
PKS_0523_2019-10-18T07:00,269.97,-1.21
PKS_0523_2019-10-18T07:00,326.32,1.41
PKS_0523_2019-10-18T07:00,336.12,1.41
PKS_0523_2019-10-18T07:00,266.0,-1.21
PKS_0523_2019-10-18T07:00,266.12,-1.01
PKS_0309_2018-06-01T10:00,8.28,-3.44
PKS_0309_2018-06-01T10:00,48.42,-4.65
PKS_0309_2018-06-01T10:00,8.4,-3.64
PKS_0309_2018-06-01T10:00,11.08,-3.44
PKS_0309_2018-06-01T10:00,53.9,-4.85
PKS_0309_2018-06-01T10:00,55.42,-4.65
PKS_0309_2018-06-01T10:00,59.27,-4.85
PKS_0309_2018-06-01T10:00,11.08,-3.44
PKS_0309_2018-06-01T10:00,12.37,-3.64
PKS_0309_2018-06-01T10:00,283.62,-38.53
PKS_0309_2018-06-01T10:00,40.02,-4.65
PKS_0309_2018-06-01T10:00,41.18,-4.65
PKS_0309_2018-06-01T10:00,42.58,-4.65
PKS_0309_2018-06-01T10:00,56.58,-4.65
PKS_0309_2018-06-01T10:00,8.17,-3.64
PKS_0309_2018-06-01T10:00,13.88,-3.44
PKS_0309_2018-06-01T10:00,14.12,-3.44
PKS_0309_2018-06-01T10:00,15.17,-3.64
PKS_0309_2018-06-01T10:00,282.45,-38.53
PKS_0309_2018-06-01T10:00,283.85,-38.53
PKS_0309_2018-06-01T10:00,39.78,-4.65
PKS_0309_2018-06-01T10:00,41.3,-4.85
PKS_0309_2018-06-01T10:00,43.98,-4.65
PKS_0309_2018-06-01T10:00,52.27,-4.85
PKS_0309_2018-06-01T10:00,56.7,-4.85
PKS_0309_2018-06-01T10:00,8.28,-3.44
PKS_0309_2018-06-01T10:00,11.2,-3.64
PKS_0309_2018-06-01T10:00,12.72,-3.44
PKS_0309_2018-06-01T10:00,282.22,-38.53
PKS_0309_2018-06-01T10:00,283.5,-38.73
PKS_0309_2018-06-01T10:00,8.17,-3.64
PKS_0309_2018-06-01T10:00,8.52,-3.44
